url,kind,impressions,clicks,ctr,position,top_query,tq_impressions,tq_position,new_this_run
https://www.prosoccer.com/products/adidas-f50-elite-laceless-lamine-firm-ground-soccer-cleats-yamal-future-icon-pack-fa25,PRODUCT,10027,21,0.00209,7.93,lamine yamal cleats,906,8.79,False
https://www.prosoccer.com/products/nike-2026-brazil-womens-stadium-away-soccer-jersey,PRODUCT,10015,74,0.00739,8.10,women's brazil jersey 2026,433,4.84,False
https://www.prosoccer.com/products/puma-2026-portugal-womens-stadium-home-ronaldo-7-soccer-jersey,PRODUCT,9943,76,0.00764,6.70,women's ronaldo jersey,559,3.91,False
https://www.prosoccer.com/collections/adidas-soccer-balls,COLLECTION,9937,4,0.00040,13.16,soccer ball,1703,13.14,True
https://www.prosoccer.com/products/adidas-2026-fifa-world-cup-mexico-snapback-cap,PRODUCT,9861,34,0.00345,19.82,mexico world cup hats,594,24.28,False
https://www.prosoccer.com/blogs/news/guide-to-fifa-world-cup-2026,BLOG,9861,16,0.00162,15.47,outline a typical men's world cup schedule phases and key dates,953,9.00,True
https://www.prosoccer.com/products/mizuno-morelia-neo-v-beta-elite-firm-ground-soccer-cleats-prism-white-pack-fa26,PRODUCT,9838,14,0.00142,9.38,mizuno morelia,1631,10.33,False
https://www.prosoccer.com/products/adidas-predator-elite-fold-over-tongue-firm-ground-soccer-cleats-electric-stealth-pack-fa25,PRODUCT,9815,35,0.00357,7.59,predator elite fold-over tongue firm ground soccer cleats,1068,7.00,False
https://www.prosoccer.com/products/adidas-2025-26-inter-miami-womens-messi-10-stadium-away-jersey,PRODUCT,9763,21,0.00215,8.64,womens messi jersey,1312,8.66,False
https://www.prosoccer.com/products/adidas-f50-messi-league-turf-soccer-shoes-el-ultimo-tango-pack-sp26,PRODUCT,9747,87,0.00893,6.89,el ultimo tango,861,8.51,False
https://www.prosoccer.com/products/logo-brands-2026-fifa-world-cup-lanyard,PRODUCT,9719,106,0.01091,7.22,world cup lanyard,850,7.81,False
https://www.prosoccer.com/products/adidas-predator-elite-firm-ground-soccer-cleats-road-to-glory-fa25,PRODUCT,9682,43,0.00444,7.00,adidas predator road to glory,545,3.78,False
https://www.prosoccer.com/products/adidas-2022-world-cup-al-hilm-official-match-ball-gold-metallic-maroon-red,PRODUCT,9675,196,0.02026,6.51,al hilm,881,6.88,False
https://www.prosoccer.com/products/adidas-22-23-arsenal-authentic-away-jersey-black,PRODUCT,9575,65,0.00679,6.48,arsenal soccer jersey,1492,10.75,False
https://www.prosoccer.com/products/adidas-f50-hyperfast-elite-firm-ground-soccer-cleats,PRODUCT,9563,14,0.00146,8.50,hyperfast f50,832,5.19,False
https://www.prosoccer.com/products/puma-2026-27-portugal-mens-stadium-away-ronaldo-7-long-sleeve-soccer-jersey,PRODUCT,9551,109,0.01141,7.00,portugal long sleeve jersey,249,4.24,False
https://www.prosoccer.com/products/nike-2024-25-brazil-mens-authentic-home-jersey,PRODUCT,9546,8,0.00084,9.54,brazil authentic jersey,2192,9.54,True
https://www.prosoccer.com/products/adidas-2026-ukraine-mens-stadium-home-soccer-jersey,PRODUCT,9499,2,0.00021,18.90,ukraine soccer jersey,1096,6.83,True
https://www.prosoccer.com/collections/france-hats,COLLECTION,9484,47,0.00496,11.66,france world cup hats,934,11.15,True
https://www.prosoccer.com/products/nike-france-women-s-ec22-away-jersey-white-pink-glaze,PRODUCT,9468,48,0.00507,8.63,france jersey women,649,10.50,False
https://www.prosoccer.com/products/adidas-2026-fifa-world-cup-mascot-tee,PRODUCT,9446,23,0.00243,10.57,world cup tees,1531,22.94,False
https://www.prosoccer.com/blogs/footwear/best-soccer-cleats-midfielders,BLOG,9396,44,0.00468,9.71,soccer cleats for midfielders,455,16.83,True
https://www.prosoccer.com/products/fifa-world-cup-3d-3-inch-trophy-replica,PRODUCT,9379,56,0.00597,10.55,world cup trophy replica,307,12.15,False
https://www.prosoccer.com/products/adidas-2026-colombia-mens-stadium-away-soccer-jersey,PRODUCT,9347,4,0.00043,6.56,colombia jersey 2026,1408,4.95,True
https://www.prosoccer.com/products/adidas-f50-hyperfast-evo-firm-ground-soccer-cleats-road-to-glory-pack-sp26,PRODUCT,9328,16,0.00172,7.53,f50 evo,573,2.88,False
https://www.prosoccer.com/products/nike-2026-korea-rise-rope-trucker-hat,PRODUCT,9294,74,0.00796,18.72,south korea world cup caps 2026,888,13.47,False
https://www.prosoccer.com/products/puma-2026-27-portugal-youth-stadium-away-soccer-jersey,PRODUCT,9275,25,0.00270,8.40,portugal away jersey 2026,1156,7.44,False
https://www.prosoccer.com/products/logo-brands-2026-fifa-world-cup-logo-magnet,PRODUCT,9209,96,0.01042,8.13,fifa world cup magnet,1027,7.44,False
https://www.prosoccer.com/products/nike-2022-23-brazil-strike-training-jersey,PRODUCT,9160,22,0.00240,4.09,brazil training jersey,2468,2.54,False
https://www.prosoccer.com/products/adidas-2024-25-spain-mens-stadium-away-jersey,PRODUCT,9156,5,0.00055,5.47,spain away jersey,6066,4.81,True
https://www.prosoccer.com/products/panini-2026-fifa-world-cup-sticker-album,PRODUCT,9153,31,0.00339,8.93,panini world cup 2026 album,1789,7.70,False
https://www.prosoccer.com/products/nike-2022-23-brazil-goalkeeper-jersey-black,PRODUCT,9119,64,0.00702,2.75,black brazil jersey,2337,1.57,False
https://www.prosoccer.com/products/macron-2024-25-crystal-palace-authentic-home-jersey,PRODUCT,9077,67,0.00738,7.45,crystal palace jersey,4959,6.82,False
https://www.prosoccer.com/blogs/blog/soccer-terminology-explained,BLOG,9070,12,0.00132,12.41,explain soccer scores terminology and rules for tracking matches,1930,5.97,True
https://www.prosoccer.com/collections/shorts,COLLECTION,9049,27,0.00298,16.70,soccer shorts,1380,27.49,True
https://www.prosoccer.com/products/adidas-mexico-mens-1986-retro-stadium-home-soccer-jersey,PRODUCT,9025,10,0.00111,5.96,mexico 1986 jersey,782,4.82,True
https://www.prosoccer.com/products/adidas-2023-mexico-womens-away-jersey-core-white,PRODUCT,9005,10,0.00111,7.13,mexico white jersey women,495,6.17,True
https://www.prosoccer.com/collections/england-hats,COLLECTION,8995,88,0.00978,10.57,england hat,2097,6.11,True
https://www.prosoccer.com/collections/world-cup-soccer-balls,COLLECTION,8994,2,0.00022,8.23,2026 world cup ball,657,7.46,True
https://www.prosoccer.com/blogs/footwear/best-soccer-cleats-of-2026,BLOG,8967,19,0.00212,9.44,trending soccer cleats brands 2026,363,9.50,True
https://www.prosoccer.com/collections/apparel-women-pants,COLLECTION,8954,11,0.00123,10.55,soccer sweats,1209,16.22,True
https://www.prosoccer.com/collections/blue-soccer-cleats,COLLECTION,8934,0,0.00000,17.00,blue cleats,732,18.92,True
https://www.prosoccer.com/collections/apparel-men-compression,COLLECTION,8933,71,0.00795,10.19,soccer leggings,367,13.18,True
https://www.prosoccer.com/collections/jackets,COLLECTION,8926,21,0.00235,14.58,united states soccer jackets,586,14.87,True
https://www.prosoccer.com/collections/mohamed-salah,COLLECTION,8903,43,0.00483,12.68,mo salah jersey,949,12.92,True
https://www.prosoccer.com/products/nike-2026-27-uruguay-mens-club-pullover-hoodie,PRODUCT,8866,80,0.00902,10.07,team uruguay hoodies,1367,10.24,False
https://www.prosoccer.com/products/nike-2022-23-france-home-jersey-midnight-navy-metallic-gold,PRODUCT,8838,30,0.00339,4.80,france home jersey,2916,2.97,False
https://www.prosoccer.com/products/adidas-2026-germany-mens-authentic-home-long-sleeve-soccer-jersey,PRODUCT,8829,31,0.00351,6.51,germany long sleeve jersey,815,5.10,False
https://www.prosoccer.com/products/adidas-2026-germany-mens-home-shorts,PRODUCT,8813,41,0.00465,10.21,germany world cup shorts,1348,15.13,False
https://www.prosoccer.com/products/nike-2022-23-fc-barcelona-womens-stadium-home-jersey,PRODUCT,8749,10,0.00114,7.99,women's barcelona jersey,3296,9.50,True
https://www.prosoccer.com/products/nike-2026-usa-hollywood-keepers-reversible-bucket-hat,PRODUCT,8740,100,0.01144,6.77,usmnt bucket hat,1694,6.68,False
https://www.prosoccer.com/products/adidas-2026-belgium-mens-stadium-away-soccer-jersey,PRODUCT,8673,27,0.00311,5.90,belgium jersey 2026,1366,2.61,False
https://www.prosoccer.com/products/nike-sp25-premier-league-academy-ball,PRODUCT,8658,14,0.00162,9.06,nike soccer ball,4181,8.61,False
https://www.prosoccer.com/products/adidas-world-cup-2026-jumbo-soccer-ball,PRODUCT,8532,186,0.02180,9.19,jumbo world cup ball,968,8.39,False
https://www.prosoccer.com/collections/ball-bags,COLLECTION,8509,17,0.00200,16.79,soccer ball bag,2002,15.79,True
https://www.prosoccer.com/products/nike-2026-27-uruguay-mens-stadium-home-soccer-jersey,PRODUCT,8477,29,0.00342,9.33,uruguay soccer jersey,1343,9.31,False
https://www.prosoccer.com/products/adidas-2021-22-bayern-munchen-away-jersey-black-gold,PRODUCT,8461,23,0.00272,2.20,black and gold jersey,1147,1.74,False
https://www.prosoccer.com/products/adidas-f50-messi-elite-firm-ground-soccer-cleats-messi-prestig-10-fa25,PRODUCT,8453,20,0.00237,10.84,f50 messi elite firm ground soccer cleats,685,7.90,False
https://www.prosoccer.com/products/nike-2026-27-england-mens-full-zip-tech-fleece-hoodie,PRODUCT,8448,47,0.00556,6.58,england nike tech,1450,7.61,False
https://www.prosoccer.com/products/nike-2026-korea-mens-stadium-home-shorts,PRODUCT,8442,102,0.01208,10.74,south korea world cup shorts,1910,18.49,False
https://www.prosoccer.com/products/adidas-2026-spain-womens-stadium-away-cropped-soccer-jersey,PRODUCT,8424,248,0.02944,6.01,spain cropped jersey,719,5.10,False
https://www.prosoccer.com/collections/soccer-coach-gifts,COLLECTION,8402,29,0.00345,14.40,soccer coach gifts,785,8.32,True
https://www.prosoccer.com/products/nike-2026-poland-mens-stadium-home-soccer-jersey,PRODUCT,8299,27,0.00325,9.80,poland soccer jersey,1801,8.11,False
https://www.prosoccer.com/collections/mexico-jerseys,COLLECTION,8269,63,0.00762,12.12,mexico soccer jersey,1034,15.80,True
https://www.prosoccer.com/products/puma-2024-25-austria-stadium-away-jersey,PRODUCT,8263,15,0.00182,6.21,austria jersey,2335,6.06,False
https://www.prosoccer.com/collections/adidas-f50,COLLECTION,8240,15,0.00182,14.25,f50 soccer cleats,2249,13.20,True
https://www.prosoccer.com/collections/puma-goalkeeper-jersey,COLLECTION,8197,135,0.01647,7.31,puma goalkeeper jersey,643,4.65,True
https://www.prosoccer.com/products/nike-gardien-iv-ls-goalkeeper-jersey,PRODUCT,8183,39,0.00477,8.30,nike goalkeeper jersey,2001,8.43,False
https://www.prosoccer.com/products/adidas-2026-spain-mens-originals-track-pants,PRODUCT,8155,11,0.00135,16.04,spain world cup pants,1070,12.29,True
https://www.prosoccer.com/collections/soccer-player-gifts,COLLECTION,8116,12,0.00148,11.15,gifts for soccer players,1142,8.36,True
https://www.prosoccer.com/products/spain-2026-away-lamine-yamal-19-youth-jersey-name-set,PRODUCT,8075,90,0.01115,8.34,lamine yamal youth jersey spain,395,8.70,False
https://www.prosoccer.com/products/hummel-2024-25-denmark-mens-stadium-home-jersey,PRODUCT,8068,15,0.00186,14.47,denmark jersey,1248,5.06,False
https://www.prosoccer.com/products/nike-2022-23-france-home-vapor-match-authentic-jersey-navy-gold,PRODUCT,8039,71,0.00883,6.08,france authentic jersey,948,11.34,False
https://www.prosoccer.com/products/adidas-tiro-25-mens-competition-long-sleeve-goalkeeper-jersey,PRODUCT,8007,9,0.00112,7.56,adidas goalkeeper jersey,5267,7.51,True
https://www.prosoccer.com/products/adidas-2022-23-real-madrid-authentic-third-jersey-black-neon,PRODUCT,7993,6,0.00075,2.50,black real madrid jersey,2749,2.40,True
https://www.prosoccer.com/products/puma-2025-26-portugal-mens-stadium-home-long-sleeve-jersey,PRODUCT,7979,26,0.00326,4.95,portugal long sleeve jersey,2475,4.05,False
https://www.prosoccer.com/products/nike-2026-27-france-womens-stadium-home-soccer-jersey,PRODUCT,7977,32,0.00401,8.77,women's france jersey 2026,800,7.41,False
https://www.prosoccer.com/products/macron-2024-25-armenia-mens-authentic-home-jersey,PRODUCT,7970,228,0.02861,5.23,armenia soccer jersey,790,4.70,False
https://www.prosoccer.com/collections/balls-sale,COLLECTION,7953,22,0.00277,13.22,soccer balls for sale,721,40.76,True
https://www.prosoccer.com/blogs/footwear/best-cleats-at-the-world-cup-2026,BLOG,7952,41,0.00516,7.92,best soccer cleats 2026,246,2.52,True
https://www.prosoccer.com/collections/nike-fear-nothing-pack,COLLECTION,7926,18,0.00227,7.65,elite soccer cleats,722,9.63,True
https://www.prosoccer.com/collections/netherlands-hats,COLLECTION,7896,40,0.00507,16.75,netherlands world cup hats,760,17.26,True
https://www.prosoccer.com/products/nike-2026-27-nigeria-mens-stadium-away-soccer-jersey,PRODUCT,7878,13,0.00165,5.53,nigeria soccer jersey,1599,4.60,False
https://www.prosoccer.com/products/mexico-2026-home-ochoa-13-official-name-set,PRODUCT,7828,281,0.03590,8.43,memo ochoa jersey 2026,380,9.81,False
https://www.prosoccer.com/products/adidas-2006-argentina-mens-retro-stadium-home-messi-19-soccer-jersey,PRODUCT,7787,7,0.00090,5.64,messi 2006 jersey,442,3.92,True
https://www.prosoccer.com/products/adidas-2026-colombia-womens-stadium-away-soccer-jersey,PRODUCT,7771,11,0.00142,8.51,women's colombia jersey 2026,789,7.57,True
https://www.prosoccer.com/collections/trading-cards,COLLECTION,7746,41,0.00529,18.43,soccer trading cards,783,26.39,True
https://www.prosoccer.com/products/nike-2024-25-england-mens-stadium-home-jersey,PRODUCT,7726,34,0.00440,6.77,england home jersey,4113,6.05,False
https://www.prosoccer.com/collections/firm-ground,COLLECTION,7722,6,0.00078,12.58,firm ground soccer cleats,942,15.42,True
https://www.prosoccer.com/products/adidas-2026-argentina-womens-stadium-home-cropped-soccer-jersey,PRODUCT,7691,57,0.00741,6.70,argentina cropped jersey,763,4.04,False
https://www.prosoccer.com/products/adidas-2026-venezuela-mens-stadium-home-soccer-jersey,PRODUCT,7685,7,0.00091,19.26,venezuela fifa world cup polo,477,14.47,True
https://www.prosoccer.com/products/adidas-2026-argentina-mens-authentic-home-long-sleeve-soccer-jersey,PRODUCT,7678,10,0.00130,6.82,argentina long sleeve jersey,1615,5.90,True
https://www.prosoccer.com/products/portugal-2026-away-vitinha-23-official-name-set-1,PRODUCT,7653,24,0.00314,6.59,vitinha portugal jersey,693,7.04,False
https://www.prosoccer.com/products/adidas-2026-japan-mens-stadium-home-soccer-jersey,PRODUCT,7652,10,0.00131,6.74,japan soccer jersey 2026,2958,5.71,True
https://www.prosoccer.com/products/joma-2024-25-honduras-mens-stadium-fourth-jersey,PRODUCT,7634,24,0.00314,7.55,honduras soccer jersey,2471,8.75,False
https://www.prosoccer.com/products/puma-2026-27-portugal-womens-stadium-away-ronaldo-7-soccer-jersey,PRODUCT,7616,82,0.01077,7.98,women's ronaldo jersey,65,8.54,False
https://www.prosoccer.com/collections/nike-indoor-soccer-shoes,COLLECTION,7613,12,0.00158,17.90,nike indoor soccer shoes,1303,16.08,True
https://www.prosoccer.com/products/panini-2026-adrenalyn-xl-fifa-world-cup-cards-box-50-packs-each,PRODUCT,7607,47,0.00618,9.14,50 pack panini cards,480,9.96,False
https://www.prosoccer.com/products/barcelona-2025-26-la-liga-and-champion-patch-24-25-season,PRODUCT,7578,128,0.01689,6.67,la liga patch,401,9.69,False
https://www.prosoccer.com/products/umbro-2025-2026-guatemala-mens-pre-match-soccer-jersey,PRODUCT,7577,20,0.00264,5.99,guatemala jersey 2026,3214,4.06,False
https://www.prosoccer.com/pages/subscribe,PAGE,7576,130,0.01716,3.09,prosoccer,3974,1.78,True
https://www.prosoccer.com/products/nike-2026-27-usmnt-mens-stadium-away-shorts,PRODUCT,7565,20,0.00264,14.71,usmnt shorts,974,7.28,False
https://www.prosoccer.com/pages/military-discount,PAGE,7548,249,0.03299,6.01,pro soccer promo code,774,7.12,True
https://www.prosoccer.com/products/nike-2026-netherlands-mens-df-anthem-jacket,PRODUCT,7531,30,0.00398,11.57,netherlands world cup jackets,486,20.87,False
https://www.prosoccer.com/products/nike-2026-27-usmnt-youth-stadium-away-soccer-jersey,PRODUCT,7507,14,0.00186,8.48,usmnt away jersey 2026,1250,9.32,False
https://www.prosoccer.com/products/adidas-2026-belgium-mens-authentic-away-soccer-jersey,PRODUCT,7457,168,0.02253,8.61,belgium soccer jersey 2026,352,7.14,False
https://www.prosoccer.com/collections/inter-milan,COLLECTION,7428,28,0.00377,11.29,inter milan jersey,2891,10.59,True
https://www.prosoccer.com/products/adidas-f50-messi-elite-firm-ground-soccer-cleats-el-ultimo-tango-pack-sp26,PRODUCT,7424,49,0.00660,6.87,el ultimo tango,255,8.39,False
https://www.prosoccer.com/products/adidas-2026-world-cup-host-city-los-angeles-cap,PRODUCT,7422,74,0.00997,12.64,can 2026 world cup hats,276,18.25,False
https://www.prosoccer.com/products/puma-2026-portugal-mens-stadium-home-shorts,PRODUCT,7421,12,0.00162,10.48,portugal world cup shorts,848,12.41,True
https://www.prosoccer.com/collections/adidas-road-to-glory-pack,COLLECTION,7416,8,0.00108,6.53,soccer pro,1552,4.71,True
https://www.prosoccer.com/products/nike-superfly-8-academy-cr7-fg-mg-red-white,PRODUCT,7307,6,0.00082,5.43,cr7 soccer cleats nike,1163,6.55,True
https://www.prosoccer.com/collections/puma-2026-27-premier-league-soccer-balls,COLLECTION,7292,22,0.00302,7.14,premier league ball 26/27,996,7.32,True
https://www.prosoccer.com/products/joma-2022-23-cruz-azul-third-jersey-black,PRODUCT,7245,23,0.00317,5.84,cruz azul black jersey,1442,2.59,False
https://www.prosoccer.com/products/nike-2026-27-france-youth-authentic-away-soccer-jersey,PRODUCT,7224,58,0.00803,8.73,ib5074-394,486,7.01,False
https://www.prosoccer.com/products/adidas-2025-26-houston-dynamo-mens-stadium-home-soccer-jersey,PRODUCT,7219,4,0.00055,12.33,houston dynamo jersey,1468,11.50,True
https://www.prosoccer.com/products/adidas-2026-qatar-mens-stadium-away-soccer-jersey,PRODUCT,7179,17,0.00237,3.20,qatar jersey 2026,3726,1.35,False
https://www.prosoccer.com/products/colombia-2026-home-luis-diaz-7-official-jersey-name-set,PRODUCT,7174,58,0.00808,7.87,luis diaz colombia jersey,395,10.76,False
https://www.prosoccer.com/products/panini-2026-adrenalyn-xl-fifa-world-cup-cards-mega-tin-64-cards-le-golden-baller,PRODUCT,7140,94,0.01317,7.68,tin world cup 2026,219,7.00,False
https://www.prosoccer.com/products/nike-2026-brazil-hollywood-keepers-reversible-bucket-hat,PRODUCT,7135,80,0.01121,8.77,brazil bucket hat,1082,3.96,False
https://www.prosoccer.com/collections/all,COLLECTION,7122,11,0.00154,5.76,pro soccer pasadena,1310,1.85,True
https://www.prosoccer.com/collections/bosnia-and-herzegovina-national-soccer-team-jerseys-apparel,COLLECTION,7074,168,0.02375,8.95,bosnia jersey,260,12.57,True
https://www.prosoccer.com/blogs/jerseys,BLOG,7045,17,0.00241,6.54,prosoccer,2953,1.40,True
https://www.prosoccer.com/collections/nike-tiempo,COLLECTION,7001,15,0.00214,15.74,tiempo cleats,494,21.81,True
https://www.prosoccer.com/collections/puma-ultra,COLLECTION,6985,3,0.00043,13.65,puma ultra,430,10.00,True
https://www.prosoccer.com/products/argentina-2026-home-messi-10-official-name-set,PRODUCT,6975,226,0.03240,4.10,messi 10 2026,516,1.19,False
https://www.prosoccer.com/collections/gloves,COLLECTION,6942,14,0.00202,41.14,soccer gloves,889,37.20,True
https://www.prosoccer.com/products/adidas-2026-colombia-mens-home-shorts,PRODUCT,6922,110,0.01589,7.74,colombia soccer shorts,725,7.89,False
https://www.prosoccer.com/products/puma-2025-26-portugal-mens-stadium-away-jersey,PRODUCT,6907,38,0.00550,7.84,portugal away,720,9.88,False
https://www.prosoccer.com/products/nike-squad-leg-sleeve,PRODUCT,6864,61,0.00889,7.14,nike leg sleeve,1749,7.05,False
https://www.prosoccer.com/products/adidas-2026-27-liverpool-mens-authentic-home-soccer-jersey,PRODUCT,6847,19,0.00277,5.61,liverpool jersey 26/27,630,8.42,False
https://www.prosoccer.com/products/nike-2026-croatia-club-cap,PRODUCT,6831,70,0.01025,24.66,croatia fifa world cup caps,672,31.12,False
https://www.prosoccer.com/products/adidas-2026-wales-mens-stadium-away-soccer-jersey,PRODUCT,6827,16,0.00234,13.05,wales world cup jerseys,512,15.65,False
https://www.prosoccer.com/collections/norway-jerseys,COLLECTION,6821,136,0.01994,10.90,norway jersey,3342,10.34,True
https://www.prosoccer.com/products/new-balance-2025-26-bayer-leverkusen-mens-stadium-home-soccer-jersey,PRODUCT,6820,18,0.00264,7.52,new balance soccer jerseys,792,10.07,False
https://www.prosoccer.com/products/adidas-2026-spain-womens-stadium-home-cropped-soccer-jersey,PRODUCT,6810,65,0.00954,6.95,spain cropped jersey,827,4.91,False
https://www.prosoccer.com/products/puma-2025-26-portugal-mens-authentic-away-jersey,PRODUCT,6789,13,0.00191,6.04,puma portugal jersey,1387,6.94,False
https://www.prosoccer.com/products/adidas-2026-colombia-youth-stadium-away-soccer-jersey,PRODUCT,6766,8,0.00118,7.66,colombia away jersey 2026,1341,4.38,True
https://www.prosoccer.com/products/adidas-2026-colombia-womens-stadium-away-cropped-soccer-jersey,PRODUCT,6746,14,0.00208,7.96,colombia cropped jersey,354,6.74,False
https://www.prosoccer.com/products/adidas-f50-elite-laceless-firm-ground-soccer-cleats-lamine-yamal-pack-sp26,PRODUCT,6732,43,0.00639,9.29,lamine yamal f50,1290,7.75,False
https://www.prosoccer.com/products/nike-2026-27-uruguay-womens-stadium-away-soccer-jersey,PRODUCT,6724,41,0.00610,6.36,uruguay away jersey,809,1.13,False
https://www.prosoccer.com/products/kelme-2026-bosnia-and-herzegovina-mens-stadium-away-soccer-jersey,PRODUCT,6720,29,0.00432,8.10,bosnia jersey,504,9.79,False
https://www.prosoccer.com/collections/puma-indoor-soccer-shoes,COLLECTION,6710,14,0.00209,11.15,puma indoor soccer shoes,759,15.48,True
https://www.prosoccer.com/products/fifa-club-world-cup-2025-sleeve-patch,PRODUCT,6673,40,0.00599,8.57,fifa patch,516,9.73,False
https://www.prosoccer.com/collections/goalkeeper-pants,COLLECTION,6667,14,0.00210,12.06,goalkeeper pants,540,13.38,True
https://www.prosoccer.com/products/puma-2023-chivas-third-jersey-red-white-navy,PRODUCT,6656,7,0.00105,6.54,new chivas jersey,1203,10.07,True
https://www.prosoccer.com/products/adidas-2026-chile-mens-stadium-home-soccer-jersey,PRODUCT,6654,30,0.00451,8.77,chile soccer jersey,917,7.93,False
https://www.prosoccer.com/products/adidas-2026-colombia-mens-authentic-home-long-sleeve-soccer-jersey,PRODUCT,6641,12,0.00181,7.09,colombia jersey 2026,569,6.32,False
https://www.prosoccer.com/products/nike-2024-25-usa-mens-stadium-away-long-sleeve-jersey,PRODUCT,6638,26,0.00392,8.86,usa long sleeve soccer jersey,515,9.32,False
https://www.prosoccer.com/products/adidas-2026-argentina-womens-stadium-home-jersey,PRODUCT,6632,8,0.00121,8.96,argentina womens jersey,355,7.85,True
https://www.prosoccer.com/products/new-balance-furon-elite-turf-v8-2e-wide-flash-point-pack-sp25,PRODUCT,6552,71,0.01084,10.17,new balance turf soccer shoes,760,9.28,False
https://www.prosoccer.com/blogs/footwear/most-comfortable-soccer-cleats,BLOG,6551,33,0.00504,12.57,best soccer cleats,676,20.30,True
https://www.prosoccer.com/products/nike-zoom-vapor-16-elite-lv8-firm-ground-soccer-cleats-fear-nothing-pack-fa25,PRODUCT,6551,15,0.00229,5.94,nike vapor 16 elite,1352,5.37,False
https://www.prosoccer.com/products/adidas-2026-greece-mens-stadium-home-soccer-jersey,PRODUCT,6543,10,0.00153,6.75,greece soccer jersey,1557,5.93,True
https://www.prosoccer.com/products/nike-2024-25-club-america-womens-stadium-away-jersey,PRODUCT,6452,13,0.00201,8.55,women's club america jersey,2121,9.42,False
https://www.prosoccer.com/collections/bayern-munich,COLLECTION,6427,7,0.00109,22.25,bayern munich jersey,355,31.95,True
https://www.prosoccer.com/products/adidas-2026-japan-youth-stadium-home-soccer-jersey,PRODUCT,6395,9,0.00141,7.81,japan soccer jersey 2026,2465,6.31,True
https://www.prosoccer.com/pages/reward,PAGE,6376,63,0.00988,5.76,prosoccer,3546,1.20,True
https://www.prosoccer.com/collections/artificial-grass-soccer-cleats,COLLECTION,6371,16,0.00251,11.78,tiempos cleats,264,3.52,True
https://www.prosoccer.com/products/puma-2026-czech-republic-mens-pre-match-soccer-jersey,PRODUCT,6370,23,0.00361,6.47,czech republic jersey 2026,895,3.08,False
https://www.prosoccer.com/products/logo-brands-2026-fifa-world-cup-soccer-ball-keychain,PRODUCT,6365,21,0.00330,8.41,fifa soccer ball keychain,513,8.52,False
https://www.prosoccer.com/products/adidas-2026-27-dc-united-mens-stadium-home-soccer-jersey,PRODUCT,6355,2,0.00031,8.05,dc united jersey,2892,7.44,True
https://www.prosoccer.com/collections/scotland-national-soccer-team-jerseys-apparel,COLLECTION,6343,43,0.00678,12.63,scotland jersey,2832,7.61,True
https://www.prosoccer.com/products/panini-copa-america-usa-2024-sticker-album,PRODUCT,6342,80,0.01261,6.41,copa america album,257,1.58,False
https://www.prosoccer.com/products/adidas-2026-fifa-world-cup-mens-host-city-los-angeles-tee-1,PRODUCT,6342,50,0.00788,8.94,world cup los angeles shirt,177,5.29,False
https://www.prosoccer.com/products/chivas-2025-26-away-a-gonzalez-34-official-name-set,PRODUCT,6333,78,0.01232,7.95,hormiga gonzalez jersey,476,9.36,False
https://www.prosoccer.com/collections/netherlands-jerseys,COLLECTION,6322,57,0.00902,9.27,netherlands jersey,1048,10.70,True
https://www.prosoccer.com/products/adidas-2026-argentina-mens-originals-track-pants,PRODUCT,6287,4,0.00064,21.39,argentina world cup pants,747,19.05,True
https://www.prosoccer.com/products/adidas-2026-mexico-mens-tiro-polo-shirt,PRODUCT,6250,35,0.00560,11.43,mexico polo shirt,302,13.55,False
https://www.prosoccer.com/blogs/news/world-cup-2026-fan-gear-guide,BLOG,6236,18,0.00289,14.57,cool world cup fan accessories scarves flags hats suggestions,101,3.40,True
https://www.prosoccer.com/products/nike-2026-27-netherlands-womens-stadium-home-soccer-jersey,PRODUCT,6232,75,0.01203,8.24,women's netherlands jersey,245,8.42,False
https://www.prosoccer.com/products/adidas-2026-fifa-world-cup-graphic-bucket-hat,PRODUCT,6224,48,0.00771,6.68,fifa bucket hat,889,5.10,False
https://www.prosoccer.com/products/adidas-2026-world-cup-hacky-sack,PRODUCT,6197,65,0.01049,7.30,world cup hacky sack,1369,7.44,False
https://www.prosoccer.com/products/nike-grip-strike-crew-socks-1,PRODUCT,6137,14,0.00228,8.96,nike grip socks,2814,8.17,False
https://www.prosoccer.com/products/nike-2026-27-england-mens-stadium-away-shorts,PRODUCT,6133,16,0.00261,10.88,england fifa world cup shorts,581,12.14,False
https://www.prosoccer.com/products/adidas-2026-27-real-salt-lake-mens-stadium-home-soccer-jersey,PRODUCT,6118,1,0.00016,8.07,real salt lake jersey,2641,6.91,True
https://www.prosoccer.com/products/kelme-2026-bosnia-and-herzegovina-mens-authentic-away-soccer-jersey,PRODUCT,6111,13,0.00213,7.30,bosnia jersey 2026,1027,6.25,False
https://www.prosoccer.com/collections/infant-toddler-soccer-apparel,COLLECTION,6106,60,0.00983,11.02,toddler soccer jersey,648,11.03,True
https://www.prosoccer.com/products/nike-2026-brazil-mens-stadium-home-shorts,PRODUCT,6094,18,0.00295,8.59,brazil shorts,815,7.48,False
https://www.prosoccer.com/products/nike-2026-27-netherlands-mens-stadium-home-soccer-jersey,PRODUCT,6075,18,0.00296,9.43,netherlands soccer jersey,2448,9.29,False
