url,product_id,product_type,brand,target_keywords,brief_date,brief_file_path,implementer,implementation_date,crawl_verified_date,baseline_impressions,baseline_clicks,baseline_position,baseline_ctr,merchant_listing_status,product_schema_status,review_schema_status,day_30_impressions,day_30_clicks,day_30_position,day_30_ctr,day_60_impressions,day_60_clicks,day_60_position,day_60_ctr,status,notes,primary_keyword,normalized_primary,normalized_target_keywords,primary_volume,ceded_from,kw_source,kw_recorded_date
https://www.prosoccer.com/products/nike-2026-croatia-youth-stadium-away-soccer-jersey,J000695-CRFT,jersey,nike,croatia youth away jersey 2026;croatia 2026 away jersey youth;croatia national team jersey;nike croatia jersey;croatia youth jersey,2026-06-17,deliverables/page-optimizations/2026-06-17_session-01/J000695-CRFT_nike-2026-croatia-youth-stadium-away-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,,croatia youth away jersey 2026,croatia youth away jersey 2026,croatia youth away jersey 2026;croatia 2026 away jersey youth;croatia national team jersey;nike croatia jersey;croatia youth jersey,0* (no GSC signal yet),,brief Keywords table,2026-06-17
https://www.prosoccer.com/products/adidas-copa-pure-iv-elite-firm-ground-soccer-cleats-road-to-glory-pack-sp26,KI0586,cleat,adidas,adidas copa pure iv elite;adidas copa pure road to glory;copa pure iv elite;adidas copa pure iv elite fg;copa pure iv elite laceless fg,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/KI0586_adidas-copa-pure-iv-elite-firm-ground-soccer-cleats-road-to-glory-pack-sp26_brief.md,,,,,,,,,,,,,,,,,,,shipped,,adidas copa pure iv elite,adidas copa pure iv elite,adidas copa pure iv elite;adidas copa pure road to glory;copa pure iv elite;adidas copa pure iv elite fg;copa pure iv elite laceless fg,,,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/adidas-copa-pure-iv-league-firm-ground-soccer-cleats-road-to-glory-pack-sp26,KI0653,cleat,adidas,adidas copa pure iv league fg;adidas copa pure road to glory;copa pure iv league;copa pure iv league firm ground;adidas copa pure iv league,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/KI0653_adidas-copa-pure-iv-league-firm-ground-soccer-cleats-road-to-glory-pack-sp26_brief.md,,,,,,,,,,,,,,,,,,,shipped,,adidas copa pure iv league fg,adidas copa pure iv league fg,adidas copa pure iv league fg;adidas copa pure road to glory;copa pure iv league;copa pure iv league firm ground;adidas copa pure iv league,sub-floor* (GSC override),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/adidas-copa-pure-iv-league-turf-soccer-shoes-road-to-glory-pack-sp26,KI0645,cleat-turf,adidas,adidas copa pure iv league turf;adidas copa pure road to glory;copa pure iv league turf soccer shoes;copa pure iv league turf;copa pure iv league,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/KI0645_adidas-copa-pure-iv-league-turf-soccer-shoes-road-to-glory-pack-sp26_brief.md,,,,,,,,,,,,,,,,,,,shipped,,adidas copa pure iv league turf,adidas copa pure iv league turf,adidas copa pure iv league turf;adidas copa pure road to glory;copa pure iv league turf soccer shoes;copa pure iv league turf;copa pure iv league,sub-floor* (GSC override),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/adidas-copa-pure-iv-pro-firm-ground-soccer-cleats-road-to-glory-pack-sp26,KI0625,cleat,adidas,adidas copa pure iv pro fg;adidas copa pure road to glory;copa pure iv pro;adidas copa pure iv pro;copa pure 4 pro,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/KI0625_adidas-copa-pure-iv-pro-firm-ground-soccer-cleats-road-to-glory-pack-sp26_brief.md,,,,,,,,,,,,,,,,,,,shipped,,adidas copa pure iv pro fg,adidas copa pure iv pro fg,adidas copa pure iv pro fg;adidas copa pure road to glory;copa pure iv pro;adidas copa pure iv pro;copa pure 4 pro,sub-floor* (GSC override),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/adidas-copa-pure-iv-pro-turf-soccer-shoes-road-to-glory-pack-sp26,KI0630,cleat-turf,adidas,adidas copa pure iv pro turf;adidas copa pure road to glory;copa pure pro turf;adidas copa pure iv pro turf soccer shoes;copa pure iv pro turf,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/KI0630_adidas-copa-pure-iv-pro-turf-soccer-shoes-road-to-glory-pack-sp26_brief.md,,,,,,,,,,,,,,,,,,,shipped,,adidas copa pure iv pro turf,adidas copa pure iv pro turf,adidas copa pure iv pro turf;adidas copa pure road to glory;copa pure pro turf;adidas copa pure iv pro turf soccer shoes;copa pure iv pro turf,sub-floor* (GSC override),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/kelme-2026-bosnia-and-herzegovina-youth-stadium-away-soccer-jersey,7651TX3927,jersey,kelme,bosnia away jersey 2026;kelme bosnia away jersey 2026;kelme bosnia jersey;bosnia soccer jersey;bosnia jersey kids,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/7651TX3927_kelme-2026-bosnia-and-herzegovina-youth-stadium-away-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,,bosnia away jersey 2026,bosnia away jersey 2026,bosnia away jersey 2026;kelme bosnia away jersey 2026;kelme bosnia jersey;bosnia soccer jersey;bosnia jersey kids,* (GSC override),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/kelme-2026-bosnia-and-herzegovina-youth-stadium-home-soccer-jersey,7651TX3926,jersey,kelme,bosnia jersey 2026;kelme bosnia jersey 2026;bosnia soccer jersey;bosnia jersey;bosnia jersey kids;kelme bosnia jersey,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/7651TX3926_kelme-2026-bosnia-and-herzegovina-youth-stadium-home-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,,bosnia jersey 2026,bosnia jersey 2026,bosnia jersey 2026;kelme bosnia jersey 2026;bosnia soccer jersey;bosnia jersey;bosnia jersey kids;kelme bosnia jersey,* (GSC override pos 6.8 227 impr),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/nike-2026-croatia-womens-stadium-away-soccer-jersey,J000694-CRFT,jersey,nike,women's croatia jersey;croatia 2026 away jersey women;croatia away jersey;croatia womens away jersey 2026;croatia away kit;croatia womens jersey,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/J000694-CRFT_nike-2026-croatia-womens-stadium-away-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,,women's croatia jersey,women s croatia jersey,women s croatia jersey;croatia 2026 away jersey women;croatia away jersey;croatia womens away jersey 2026;croatia away kit;croatia womens jersey,164 impr (GSC pos 5.6),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/nike-2026-croatia-youth-stadium-home-soccer-jersey,J000692-CRFT,jersey,nike,croatia youth home jersey 2026;croatia 2026 home jersey youth;croatia youth soccer jersey;croatia youth jersey;croatia jersey kids;nike croatia youth jersey,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/J000692-CRFT_nike-2026-croatia-youth-stadium-home-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,,croatia youth home jersey 2026,croatia youth home jersey 2026,croatia youth home jersey 2026;croatia 2026 home jersey youth;croatia youth soccer jersey;croatia youth jersey;croatia jersey kids;nike croatia youth jersey,sub-floor* (GSC override),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/nike-tiempo-maestro-academy-turf-soccer-shoes-breakout-pack-su26,IQ2388-901,cleat-turf,nike,nike tiempo maestro academy turf;nike tiempo maestro breakout pack su26;tiempo turf shoes,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/IQ2388-901_nike-tiempo-maestro-academy-turf-soccer-shoes-breakout-pack-su26_brief.md,,,,,,,,,,,,,,,,,,,shipped,"META RETARGET 2026-08-04 (ships as its own Matrixify change, pending import; NOT bundled with a batch): primary moved off the bare cross-surface term 'nike tiempo maestro academy' (170, belongs to neither surface) to the turf-qualified 'nike tiempo maestro academy turf' (20, sub-floor). title_tag + description_tag only, no body rewrite. Frees Batch 12 IB1600 to hold 'nike tiempo maestro academy fg mg'. Also fixes the prior forbidden colon-opener in the meta description. Retarget spec: deliverables/page-optimizations/2026-08-04_iq2388-retarget/IQ2388-901_meta-retarget.md | RE-QUALIFIED 2026-08-04 (Mike, pack-succession): under the rule the incumbent for Tiempo Maestro Academy Turf is the earliest live pack (SP26 Shadow/Attack), NOT this Breakout SU26 page; so this page takes a pack-qualified primary. Unqualified ""nike tiempo maestro academy turf"" (20/mo) releases to the SP26 incumbent. Breakout does not recur for this config, so no season code. No measurable DFS volume (both endpoints 2026-08-04). Still a meta-only change; NOT yet imported to Shopify. Supersedes the prior committed-but-unimported unqualified retarget.",nike tiempo maestro academy turf breakout,nike tiempo maestro academy turf breakout,nike tiempo maestro academy turf;nike tiempo maestro breakout pack su26;tiempo turf shoes,,,brief Keywords table; meta-retarget 2026-08-04,2026-08-04
https://www.prosoccer.com/products/nike-zoom-superfly-11-pro-firm-ground-soccer-cleats-breakout-pack-su26,IO8224-900,cleat,nike,nike mercurial superfly 11 pro;nike mercurial superfly 11 breakout pack su26;nike superfly 11 pro;superfly 11 pro;nike mercurial superfly 11 pro fg,2026-06-30,deliverables/page-optimizations/2026-06-30_session-01/IO8224-900_nike-zoom-superfly-11-pro-firm-ground-soccer-cleats-breakout-pack-su26_brief.md,,,,,,,,,,,,,,,,,,,shipped,,nike mercurial superfly 11 pro,nike mercurial superfly 11 pro,nike mercurial superfly 11 pro;nike mercurial superfly 11 breakout pack su26;nike superfly 11 pro;superfly 11 pro;nike mercurial superfly 11 pro fg,sub-floor* (GSC override),,brief Keywords table,2026-06-30
https://www.prosoccer.com/products/adidas-2026-jamaica-mens-authentic-away-soccer-jersey,KB7474,jersey,adidas,jamaica soccer jersey 2026;jamaica bob marley away jersey;jamaica away jersey;jamaica jersey adidas,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/KB7474_adidas-2026-jamaica-mens-authentic-away_brief.md,,,,,,,,,,,,,,,,,,,shipped,,jamaica soccer jersey 2026,jamaica soccer jersey 2026,jamaica soccer jersey 2026;jamaica bob marley away jersey;jamaica away jersey;jamaica jersey adidas,170,,brief Keywords table,2026-07-08
https://www.prosoccer.com/products/nike-2026-27-chelsea-youth-stadium-home-soccer-jersey,II1663-453,jersey,nike,chelsea youth jersey;chelsea 2026/27 home jersey;chelsea jersey 2026-27;chelsea home jersey;chelsea jersey youth,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/II1663-453_nike-2026-27-chelsea-youth-stadium-home_brief.md,,,,,,,,,,,,,,,,,,,shipped,,chelsea youth jersey,chelsea youth jersey,chelsea youth jersey;chelsea 2026 27 home jersey;chelsea jersey 2026 27;chelsea home jersey;chelsea jersey youth,170,,brief Keywords table,2026-07-08
https://www.prosoccer.com/products/nike-2026-korea-mens-stadium-home-soccer-jersey,IU3861-679,jersey,nike,south korea soccer jersey 2026;korea 2026 stadium home jersey;korea soccer jersey;korean jersey;korea soccer kit,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/IU3861-679_nike-2026-korea-mens-stadium-home_brief.md,,,,,,,,,,,,,,,,,,,shipped,,south korea soccer jersey 2026,south korea soccer jersey 2026,south korea soccer jersey 2026;korea 2026 stadium home jersey;korea soccer jersey;korean jersey;korea soccer kit,320,,brief Keywords table,2026-07-08
https://www.prosoccer.com/products/nike-jr-phantom-6-low-pro-firm-multi-ground-soccer-cleats-united-nu3,IR4192-661,cleat,nike,nike jr phantom 6 low pro;nike phantom 6 united nu3 pack;nike jr phantom 6;phantom cleats,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/IR4192-661_nike-jr-phantom-6-low-pro-fmg_brief.md,,,,,,,,,,,,,,,,,,,shipped,,nike jr phantom 6 low pro,nike jr phantom 6 low pro,nike jr phantom 6 low pro;nike phantom 6 united nu3 pack;nike jr phantom 6;phantom cleats,110,,brief Keywords table,2026-07-08
https://www.prosoccer.com/products/nike-phantom-6-high-elite-ag-pro-soccer-cleats-shadow-fa26,HQ2329-001,cleat,nike,nike phantom 6 high elite ag shadow;nike shadow pack;nike phantom 6 high elite;nike phantom 6 elite,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/HQ2329-001_nike-phantom-6-high-elite-ag-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,,nike phantom 6 high elite ag shadow,nike phantom 6 high elite ag shadow,nike phantom 6 high elite ag shadow;nike shadow pack;nike phantom 6 high elite;nike phantom 6 elite,90* (surge; recent 3mo 170-210),Batch 6 Shadow entries (shipped 2026-07-08),brief Keywords table,2026-07-08
https://www.prosoccer.com/products/nike-phantom-6-high-elite-firm-ground-soccer-cleats-shadow-fa26,HJ2147-001,cleat,nike,nike phantom 6 high elite fg shadow;nike shadow pack;nike phantom 6 high elite;nike phantom 6 elite,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/HJ2147-001_nike-phantom-6-high-elite-fg-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,,nike phantom 6 high elite fg shadow,nike phantom 6 high elite fg shadow,nike phantom 6 high elite fg shadow;nike shadow pack;nike phantom 6 high elite;nike phantom 6 elite,110,Batch 6 Shadow entries (shipped 2026-07-08),brief Keywords table,2026-07-08
https://www.prosoccer.com/products/nike-phantom-6-low-elite-firm-ground-soccer-cleats-shadow-fa26,HJ2146-001,cleat,nike,nike phantom 6 low elite fg;nike shadow pack;nike phantom 6 low elite;nike phantom 6 elite,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/HJ2146-001_nike-phantom-6-low-elite-fg-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,,nike phantom 6 low elite fg,nike phantom 6 low elite fg,nike phantom 6 low elite fg;nike shadow pack;nike phantom 6 low elite;nike phantom 6 elite,110,Batch 6 Shadow entries (shipped 2026-07-08),brief Keywords table,2026-07-08
https://www.prosoccer.com/products/nike-vapor-17-pro-firm-ground-soccer-cleats-shadow-pack-fa26,IF8512-001,cleat,nike,nike vapor 17 pro shadow;nike shadow pack;nike vapor 17 pro;nike mercurial vapor 17 pro,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/IF8512-001_nike-vapor-17-pro-fg-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,,nike vapor 17 pro shadow,nike vapor 17 pro shadow,nike vapor 17 pro shadow;nike shadow pack;nike vapor 17 pro;nike mercurial vapor 17 pro,,Batch 6 Shadow entries (shipped 2026-07-08),brief Keywords table,2026-07-08
https://www.prosoccer.com/products/umbro-2026-dr-congo-mens-authentic-away-soccer-jersey,DRCARM25,jersey,umbro,congo away kit 2026;dr congo white away jersey;congo away jersey;dr congo away jersey 2026,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/DRCARM25_umbro-2026-dr-congo-mens-authentic-away_brief.md,,,,,,,,,,,,,,,,,,,shipped,,congo away kit 2026,congo away kit 2026,congo away kit 2026;dr congo white away jersey;congo away jersey;dr congo away jersey 2026,20* (GSC override pos 2.05),,brief Keywords table,2026-07-08
https://www.prosoccer.com/products/umbro-2026-dr-congo-mens-authentic-home-soccer-jersey,DRCHRM25,jersey,umbro,dr congo jersey 2026;dr congo home kit 2026;dr congo soccer jersey;congo soccer jersey;umbro congo jersey,2026-07-08,deliverables/page-optimizations/2026-07-08_session-01/DRCHRM25_umbro-2026-dr-congo-mens-authentic-home_brief.md,,,,,,,,,,,,,,,,,,,shipped,,dr congo jersey 2026,dr congo jersey 2026,dr congo jersey 2026;dr congo home kit 2026;dr congo soccer jersey;congo soccer jersey;umbro congo jersey,140,,brief Keywords table,2026-07-08
https://www.prosoccer.com/products/kelme-2026-jordan-mens-authentic-away-soccer-jersey,7651TX1919,jersey,kelme,jordan away jersey 2026;kelme jordan jersey;jordan soccer jersey,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/7651TX1919_kelme-2026-jordan-mens-authentic-away_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\7651TX1919_input.md,jordan away jersey 2026,jordan away jersey 2026,jordan away jersey 2026;kelme jordan jersey;jordan soccer jersey,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-reactx-phantom-6-low-pro-turf-soccer-shoes-shadow-fa26,HJ4123-001,cleat-turf,nike,nike phantom 6 low pro turf shadow;nike shadow pack;nike reactx phantom 6,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/HJ4123-001_nike-reactx-phantom-6-low-pro-turf-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\HJ4123-001_input.md,nike phantom 6 low pro turf shadow,nike phantom 6 low pro turf shadow,nike phantom 6 low pro turf shadow;nike shadow pack;nike reactx phantom 6,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-tiempo-ligera-pro-firm-ground-soccer-cleats-shadow-fa26,HQ3158-002,cleat,nike,nike tiempo ligera pro fg shadow;nike shadow pack;nike tiempo ligera,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/HQ3158-002_nike-tiempo-ligera-pro-fg-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\HQ3158-002_input.md,nike tiempo ligera pro fg shadow,nike tiempo ligera pro fg shadow,nike tiempo ligera pro fg shadow;nike shadow pack;nike tiempo ligera,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-tiempo-ligera-pro-turf-soccer-shoes-shadow-pack-fa26,IB4477-002,cleat-turf,nike,nike tiempo ligera pro turf shadow;nike shadow pack;nike tiempo ligera,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/IB4477-002_nike-tiempo-ligera-pro-turf-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\IB4477-002_input.md,nike tiempo ligera pro turf shadow,nike tiempo ligera pro turf shadow,nike tiempo ligera pro turf shadow;nike shadow pack;nike tiempo ligera,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-tiempo-maestro-elite-ag-pro-soccer-cleats-shadow-fa26,IB4469-001,cleat,nike,nike tiempo maestro elite ag shadow;nike shadow pack;nike tiempo maestro elite,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/IB4469-001_nike-tiempo-maestro-elite-ag-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\IB4469-001_input.md,nike tiempo maestro elite ag shadow,nike tiempo maestro elite ag shadow,nike tiempo maestro elite ag shadow;nike shadow pack;nike tiempo maestro elite,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-tiempo-maestro-elite-firm-ground-soccer-cleats-shadow-fa26,HQ3157-001,cleat,nike,nike tiempo maestro elite fg shadow;nike shadow pack;nike tiempo maestro elite,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/HQ3157-001_nike-tiempo-maestro-elite-fg-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\HQ3157-001_input.md,nike tiempo maestro elite fg shadow,nike tiempo maestro elite fg shadow,nike tiempo maestro elite fg shadow;nike shadow pack;nike tiempo maestro elite,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-vapor-17-elite-ag-pro-soccer-cleats-shadow-fa26,IO4252-001,cleat,nike,nike vapor 17 elite ag shadow;nike shadow pack;nike vapor 17 elite,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/IO4252-001_nike-vapor-17-elite-ag-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\IO4252-001_input.md,nike vapor 17 elite ag shadow,nike vapor 17 elite ag shadow,nike vapor 17 elite ag shadow;nike shadow pack;nike vapor 17 elite,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-vapor-17-elite-firm-ground-soccer-cleats-shadow-fa26,IF8508-001,cleat,nike,nike vapor 17 elite fg shadow;nike shadow pack;nike vapor 17 elite,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/IF8508-001_nike-vapor-17-elite-fg-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\IF8508-001_input.md,nike vapor 17 elite fg shadow,nike vapor 17 elite fg shadow,nike vapor 17 elite fg shadow;nike shadow pack;nike vapor 17 elite,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-vapor-17-pro-turf-soccer-shoes-shadow-pack-fa26,IM5811-001,cleat-turf,nike,nike vapor 17 pro turf shadow;nike shadow pack;nike vapor 17 pro turf,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/IM5811-001_nike-vapor-17-pro-turf-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\IM5811-001_input.md,nike vapor 17 pro turf shadow,nike vapor 17 pro turf shadow,nike vapor 17 pro turf shadow;nike shadow pack;nike vapor 17 pro turf,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/nike-zoom-superfly-11-elite-ag-pro-soccer-cleats-shadow-fa26,IM2513-001,cleat,nike,nike zoom superfly 11 elite ag shadow;nike shadow pack;nike superfly 11 elite,2026-07-11,deliverables/page-optimizations/2026-07-11_session-01/IM2513-001_nike-superfly-11-elite-ag-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-11_session-01\inputs\IM2513-001_input.md,nike zoom superfly 11 elite ag shadow,nike zoom superfly 11 elite ag shadow,nike zoom superfly 11 elite ag shadow;nike shadow pack;nike superfly 11 elite,,,inputs gate-meta,2026-07-11
https://www.prosoccer.com/products/adidas-2026-27-liverpool-mens-home-long-sleeve-soccer-jersey,KB8268,jersey,adidas,liverpool long sleeve jersey;liverpool long sleeve home jersey;adidas liverpool jersey;liverpool home jersey,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/KB8268_adidas-2026-27-liverpool-mens-home-long-sleeve-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\KB8268_input.md,liverpool long sleeve jersey,liverpool long sleeve jersey,liverpool long sleeve jersey;liverpool long sleeve home jersey;adidas liverpool jersey;liverpool home jersey,1300,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-2026-27-liverpool-mens-stadium-home-soccer-jersey,KA6852,jersey,adidas,liverpool home jersey;adidas liverpool jersey;liverpool home kit;liverpool mens home jersey,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/KA6852_adidas-2026-27-liverpool-mens-stadium-home-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\KA6852_input.md,liverpool home jersey,liverpool home jersey,liverpool home jersey;adidas liverpool jersey;liverpool home kit;liverpool mens home jersey,1000,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-2026-27-liverpool-womens-stadium-home-soccer-jersey,KB8256,jersey,adidas,liverpool women's jersey;liverpool womens jersey;adidas liverpool jersey;liverpool home jersey,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/KB8256_adidas-2026-27-liverpool-womens-stadium-home-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\KB8256_input.md,liverpool women's jersey,liverpool women s jersey,liverpool women s jersey;liverpool womens jersey;adidas liverpool jersey;liverpool home jersey,110,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-2026-27-liverpool-youth-stadium-home-soccer-jersey,KB8255,jersey,adidas,liverpool youth jersey;liverpool kids jersey;liverpool youth home jersey;adidas liverpool jersey,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/KB8255_adidas-2026-27-liverpool-youth-stadium-home-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\KB8255_input.md,liverpool youth jersey,liverpool youth jersey,liverpool youth jersey;liverpool kids jersey;liverpool youth home jersey;adidas liverpool jersey,260,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-2026-27-manchester-united-mens-home-ls-soccer-jersey,KC4773,jersey,adidas,manchester united long sleeve jersey;adidas manchester united jersey;manchester united home jersey;man united jersey,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/KC4773_adidas-2026-27-manchester-united-mens-home-ls-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\KC4773_input.md,manchester united long sleeve jersey,manchester united long sleeve jersey,manchester united long sleeve jersey;adidas manchester united jersey;manchester united home jersey;man united jersey,880,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-2026-27-manchester-united-mens-home-soccer-jersey,KA6871,jersey,adidas,manchester united home jersey;adidas manchester united jersey;man united home jersey;manchester united jersey 2026-27,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/KA6871_adidas-2026-27-manchester-united-mens-home-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\KA6871_input.md,manchester united home jersey,manchester united home jersey,manchester united home jersey;adidas manchester united jersey;man united home jersey;manchester united jersey 2026 27,390,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-2026-27-manchester-united-youth-home-soccer-jersey,KC4796,jersey,adidas,manchester united youth jersey;manchester united kids jersey;adidas manchester united jersey;man united home jersey,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/KC4796_adidas-2026-27-manchester-united-youth-home-soccer-jersey_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\KC4796_input.md,manchester united youth jersey,manchester united youth jersey,manchester united youth jersey;manchester united kids jersey;adidas manchester united jersey;man united home jersey,210,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/adidas-jr-f50-messi-elite-fg-soccer-cleats-el-ultimo-tango,IH1897,cleat,adidas,junior f50 messi;messi soccer cleats;adidas f50 messi;f50 messi,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/IH1897_adidas-jr-f50-messi-elite-fg-el-ultimo-tango_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\IH1897_input.md,junior f50 messi,junior f50 messi,junior f50 messi;messi soccer cleats;adidas f50 messi;f50 messi,,,inputs gate-meta,2026-07-13
https://www.prosoccer.com/products/nike-phantom-6-low-academy-turf-soccer-shoes-shadow-fa26,HQ2325,cleat-turf,nike,nike phantom 6 academy turf shadow;nike phantom 6;nike phantom 6 academy;nike shadow pack,2026-07-13,deliverables/page-optimizations/2026-07-13_session-01/HQ2325_nike-phantom-6-low-academy-turf-shadow_brief.md,,,,,,,,,,,,,,,,,,,shipped,gate-meta: deliverables\page-optimizations\2026-07-13_session-01\inputs\HQ2325_input.md,nike phantom 6 academy turf shadow,nike phantom 6 academy turf shadow,nike phantom 6 academy turf shadow;nike phantom 6;nike phantom 6 academy;nike shadow pack,,,inputs gate-meta,2026-07-13
