url,page_type,phase,target_keywords,brief_date,brief_file_path,implementer,implementation_date,crawl_verified_date,baseline_impressions,baseline_clicks,baseline_position,baseline_ctr,day_30_impressions,day_30_clicks,day_30_position,day_30_ctr,day_60_impressions,day_60_clicks,day_60_position,day_60_ctr,status,notes,primary_keyword,normalized_primary,normalized_target_keywords,primary_volume,ceded_from,kw_source,kw_recorded_date,handle
/collections/artificial-grass-soccer-cleats,collection,,artificial grass soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,artificial grass soccer cleats,artificial grass soccer cleats,artificial grass soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,artificial-grass-soccer-cleats
/collections/indoor-soccer-shoes,collection,,indoor soccer shoes,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,indoor soccer shoes,indoor soccer shoes,indoor soccer shoes,,,white-label sheet 2026-07-27,2026-07-27,indoor-soccer-shoes
/collections/street-soccer-shoes,collection,,street soccer shoes,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,street soccer shoes,street soccer shoes,street soccer shoes,,,white-label sheet 2026-07-27,2026-07-27,street-soccer-shoes
/collections/puma-ultra,collection,,Puma Ultra soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Puma Ultra soccer cleats,puma ultra soccer cleats,puma ultra soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,puma-ultra
/collections/puma-king,collection,,Puma King soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Puma King soccer cleats,puma king soccer cleats,puma king soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,puma-king
/collections/puma-future,collection,,Puma Future soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Puma Future soccer cleats,puma future soccer cleats,puma future soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,puma-future
/collections/nike-premier,collection,,Nike Premier soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Nike Premier soccer cleats,nike premier soccer cleats,nike premier soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,nike-premier
/collections/nike-phantom,collection,,Nike Phantom soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Nike Phantom soccer cleats,nike phantom soccer cleats,nike phantom soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,nike-phantom
/collections/nike-mercurial,collection,,Nike Mercurial soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Nike Mercurial soccer cleats,nike mercurial soccer cleats,nike mercurial soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,nike-mercurial
/collections/new-balance-tekela,collection,,New Balance Tekela soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,"white-label meta status: complete | CANDIDATE primary: 'new balance tekela v5' (720/mo, DFS 2026-07-27) - generation-level (spans Elite+Team); logged per Batch 9 retarget, declined as UT1FL4GK PDP primary.",New Balance Tekela soccer cleats,new balance tekela soccer cleats,new balance tekela soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,new-balance-tekela
/collections/new-balance-furon,collection,,New Balance Furon soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,New Balance Furon soccer cleats,new balance furon soccer cleats,new balance furon soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,new-balance-furon
/collections/new-balance-442-soccer-cleats,collection,,New Balance 442 soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,New Balance 442 soccer cleats,new balance 442 soccer cleats,new balance 442 soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,new-balance-442-soccer-cleats
/collections/mizuno-morelia,collection,,Mizuno Morelia soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Mizuno Morelia soccer cleats,mizuno morelia soccer cleats,mizuno morelia soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,mizuno-morelia
/collections/adidas-x,collection,,adidas X soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas X soccer cleats,adidas x soccer cleats,adidas x soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,adidas-x
/collections/adidas-predator,collection,,adidas Predator soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas Predator soccer cleats,adidas predator soccer cleats,adidas predator soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,adidas-predator
/collections/adidas-f50,collection,,adidas F50 soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas F50 soccer cleats,adidas f50 soccer cleats,adidas f50 soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,adidas-f50
/collections/adidas-copa,collection,,adidas Copa soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas Copa soccer cleats,adidas copa soccer cleats,adidas copa soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,adidas-copa
/collections/adidas-messi-el-ultimo-tango-soccer-cleats,collection,,Adidas Messi El Ultimo Tango Soccer Cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Adidas Messi El Ultimo Tango Soccer Cleats,adidas messi el ultimo tango soccer cleats,adidas messi el ultimo tango soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,adidas-messi-el-ultimo-tango-soccer-cleats
/collections/kidsuper-x-christian-pulisic-soccer-cleats,collection,,KidSuper x Christian Pulisic soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,KidSuper x Christian Pulisic soccer cleats,kidsuper x christian pulisic soccer cleats,kidsuper x christian pulisic soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,kidsuper-x-christian-pulisic-soccer-cleats
/collections/2026-tournament-soccer-cleats,collection,,2026 tournament soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,2026 tournament soccer cleats,2026 tournament soccer cleats,2026 tournament soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,2026-tournament-soccer-cleats
/collections/bosnia-and-herzegovina-national-soccer-team-jerseys-apparel,collection,,Bosnia and Herzegovina soccer jersey,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Bosnia and Herzegovina soccer jersey,bosnia and herzegovina soccer jersey,bosnia and herzegovina soccer jersey,,,white-label sheet 2026-07-27,2026-07-27,bosnia-and-herzegovina-national-soccer-team-jerseys-apparel
/collections/puma-2026-27-premier-league-soccer-balls,collection,,Puma 2026-27 Premier League Soccer Balls,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Puma 2026-27 Premier League Soccer Balls,puma 2026 27 premier league soccer balls,puma 2026 27 premier league soccer balls,,,white-label sheet 2026-07-27,2026-07-27,puma-2026-27-premier-league-soccer-balls
/collections/qatar-national-soccer-team-jerseys-apparel,collection,,Qatar National Soccer Team Jerseys & Apparel,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Qatar National Soccer Team Jerseys & Apparel,qatar national soccer team jerseys and apparel,qatar national soccer team jerseys and apparel,,,white-label sheet 2026-07-27,2026-07-27,qatar-national-soccer-team-jerseys-apparel
/collections/saudi-arabia-national-soccer-team-jerseys-apparel,collection,,Saudi Arabia National Soccer Team Jerseys & Apparel,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Saudi Arabia National Soccer Team Jerseys & Apparel,saudi arabia national soccer team jerseys and apparel,saudi arabia national soccer team jerseys and apparel,,,white-label sheet 2026-07-27,2026-07-27,saudi-arabia-national-soccer-team-jerseys-apparel
/collections/infant-toddler-soccer-apparel,collection,,infant toddler soccer apparel,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,infant toddler soccer apparel,infant toddler soccer apparel,infant toddler soccer apparel,,,white-label sheet 2026-07-27,2026-07-27,infant-toddler-soccer-apparel
/collections/dr-congo-national-soccer-team-jerseys-apparel,collection,,DR Congo soccer jersey,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,DR Congo soccer jersey,dr congo soccer jersey,dr congo soccer jersey,,,white-label sheet 2026-07-27,2026-07-27,dr-congo-national-soccer-team-jerseys-apparel
/collections/nike-shadow-soccer-cleats,collection,,Nike Shadow soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Nike Shadow soccer cleats,nike shadow soccer cleats,nike shadow soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,nike-shadow-soccer-cleats
/collections/new-balance-neon-tide-soccer-cleats,collection,,New Balance Neon Tide soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,New Balance Neon Tide soccer cleats,new balance neon tide soccer cleats,new balance neon tide soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,new-balance-neon-tide-soccer-cleats
/collections/adidas-chaos-vs-control-soccer-cleats,collection,,adidas Chaos vs Control soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,adidas Chaos vs Control soccer cleats,adidas chaos vs control soccer cleats,adidas chaos vs control soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,adidas-chaos-vs-control-soccer-cleats
/collections/mizuno-bright-black-soccer-cleats,collection,,Mizuno Bright Black soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Mizuno Bright Black soccer cleats,mizuno bright black soccer cleats,mizuno bright black soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,mizuno-bright-black-soccer-cleats
/collections/2026-national-team-soccer-jerseys-apparel-fan-gear-on-sale,collection,,2026 national team soccer jerseys on sale,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,2026 national team soccer jerseys on sale,2026 national team soccer jerseys on sale,2026 national team soccer jerseys on sale,,,white-label sheet 2026-07-27,2026-07-27,2026-national-team-soccer-jerseys-apparel-fan-gear-on-sale
/collections/michael-olise,collection,,Michael Olise jersey,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Michael Olise jersey,michael olise jersey,michael olise jersey,,,white-label sheet 2026-07-27,2026-07-27,michael-olise
/collections/raphinha,collection,,Raphinha jersey,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Raphinha jersey,raphinha jersey,raphinha jersey,,,white-label sheet 2026-07-27,2026-07-27,raphinha
/collections/ousmane-dembele,collection,,Ousmane Dembélé jersey,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Ousmane Dembélé jersey,ousmane dembele jersey,ousmane dembele jersey,,,white-label sheet 2026-07-27,2026-07-27,ousmane-dembele
/collections/2026-fifa-world-cup-final-spain-vs-argentina-soccer-fan-gear,collection,,Spain vs Argentina World Cup final fan gear,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Spain vs Argentina World Cup final fan gear,spain vs argentina world cup final fan gear,spain vs argentina world cup final fan gear,,,white-label sheet 2026-07-27,2026-07-27,2026-fifa-world-cup-final-spain-vs-argentina-soccer-fan-gear
/collections/new-balance-black-pack-soccer-cleats,collection,,New Balance Black Pack soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,New Balance Black Pack soccer cleats,new balance black pack soccer cleats,new balance black pack soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,new-balance-black-pack-soccer-cleats
/collections/new-balance-white-pack-soccer-cleats,collection,,New Balance White Pack soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,New Balance White Pack soccer cleats,new balance white pack soccer cleats,new balance white pack soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,new-balance-white-pack-soccer-cleats
/collections/nike-break-em-soccer-cleats,collection,,Nike Break ’Em soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Nike Break ’Em soccer cleats,nike break em soccer cleats,nike break em soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,nike-break-em-soccer-cleats
/collections/puma-arrival-soccer-cleats,collection,,Puma Arrival soccer cleats,,,white-label (Kara),,,,,,,,,,,,,,,inherited,white-label meta status: complete,Puma Arrival soccer cleats,puma arrival soccer cleats,puma arrival soccer cleats,,,white-label sheet 2026-07-27,2026-07-27,puma-arrival-soccer-cleats
/collections/youth-soccer-shoes,collection,,,,,,,2026-07-31,,,,,,,,,,,,,existing-optimized,Real smart collection; handle uses shoes not cleats; H1 Youth Soccer Cleats for Boys and Girls; ~251 products faceted+FAQ; kids-/youth-/junior-soccer-cleats 301 here (fixed 2026-07-31); verified live 2026-07-31 + smart_collections export,kids soccer cleats,kids soccer cleats,,18100,kids soccer cleats; youth soccer cleats; junior soccer cleats; kids soccer shoes; youth soccer shoes,DFS 2026-07-31,2026-07-31,youth-soccer-shoes
/collections/mizuno-soccer-cleats,collection,,,,,,,,,,,,,,,,,,,,not_started,"new brand lane (Batch 12); cede target for Mizuno brand cleats head terms; live-verified 2026-08-03: 9 products; H1 Mizuno Soccer Cleats for Men, Women, & Youth",,,,,mizuno soccer cleats; mizuno cleats,,,mizuno-soccer-cleats
